ID,Semaine,Province,Pluviometrie_mm,Temperature_C,NDVI,Humidite_pct,Densite_Population,Couverture_Vaccinale_pct,Tests_Realises,Distance_Centre_Sante_km,Reservoirs_Animaux,Mobilite_Humaine,Cas_Confirmes,Saison,Population_Risque,Taux_Positivite_pct
OBS_00736,736,Lomami,379,23.7,0.584,70,47,25.4,430,9,0,4,312,Pluie,3839,72.56
OBS_00737,737,Mongala,63,19.7,0.456,85,101,33.2,350,26,0,5,18,Seche,7513,5.14
OBS_00738,738,Kasaï-Oriental,72,27.3,0.456,79,36,20.0,230,3,1,10,28,Seche,5348,12.17
OBS_00739,739,Nord-Kivu,187,23.3,0.369,45,242,9.8,210,10,0,8,109,Pluie,8149,51.9
OBS_00740,740,Tshuapa,75,19.4,0.494,56,43,24.3,230,81,1,2,3,Seche,7095,1.3
OBS_00741,741,Lualaba,49,20.1,0.408,74,195,36.8,240,13,1,5,21,Seche,3476,8.75
OBS_00742,742,Kwilu,40,32.9,0.633,69,92,48.3,310,15,0,2,36,Seche,9951,11.61
OBS_00743,743,Maniema,60,18.1,0.189,78,47,31.1,220,36,0,5,9,Seche,1437,4.09
OBS_00744,744,Nord-Ubangi,142,29.5,0.537,60,61,20.7,200,19,1,7,50,Pluie,9920,25.0
OBS_00745,745,Haut-Uele,215,30.4,0.403,59,5,24.5,130,33,0,1,26,Pluie,8962,20.0
OBS_00746,746,Haut-Katanga,151,29.8,0.449,78,32,13.8,260,11,0,7,91,Pluie,3043,35.0
OBS_00747,747,Tanganyika,95,22.1,0.314,71,23,30.7,180,6,0,6,9,Seche,4217,5.0
OBS_00748,748,Lualaba,67,22.6,0.298,85,406,22.4,290,21,0,6,42,Seche,1650,14.48
OBS_00749,749,Tshuapa,140,25.0,0.366,78,222,47.7,230,5,0,6,46,Pluie,8179,20.0
OBS_00750,750,Maniema,72,29.8,0.368,67,21,27.2,470,5,0,4,89,Seche,6539,18.94
OBS_00751,751,Kasaï-Oriental,153,23.5,0.676,68,160,57.6,380,2,1,1,88,Pluie,9807,23.16
OBS_00752,752,Kongo Central,66,21.8,0.453,59,253,54.3,370,21,0,3,33,Seche,7250,8.92
OBS_00753,753,Mai-Ndombe,182,22.7,0.201,59,100,8.1,200,10,1,3,78,Pluie,5640,39.0
OBS_00754,754,Sud-Kivu,226,18.0,0.393,62,109,27.4,290,14,0,5,77,Pluie,6077,26.55
OBS_00755,755,Haut-Lomami,316,27.4,0.41,58,5,22.2,180,30,1,6,100,Pluie,4805,55.56
OBS_00756,756,Haut-Lomami,233,19.1,0.407,94,252,35.8,350,1,0,4,125,Pluie,3265,35.71
OBS_00757,757,Nord-Ubangi,204,23.8,0.554,77,145,17.5,390,26,0,4,252,Pluie,7956,64.62
OBS_00758,758,Haut-Lomami,110,29.7,0.482,57,53,18.4,360,15,0,2,77,Pluie,2839,21.39
OBS_00759,759,Tshuapa,164,25.9,0.67,69,174,39.1,180,2,0,7,51,Pluie,3334,28.33
OBS_00760,760,Bas-Uele,243,21.7,0.337,95,251,7.1,260,1,1,3,199,Pluie,1292,76.54
OBS_00761,761,Sankuru,293,24.3,0.534,43,181,40.1,410,1,1,6,277,Pluie,4488,67.56
OBS_00762,762,Sud-Ubangi,130,28.0,0.357,46,332,39.8,260,7,1,5,78,Pluie,6486,30.0
OBS_00763,763,Haut-Katanga,102,29.5,0.508,92,74,14.9,270,18,0,7,83,Pluie,5403,30.74
OBS_00764,764,Mai-Ndombe,26,22.4,0.386,71,436,21.6,390,7,1,6,88,Seche,7182,22.56
OBS_00765,765,Kasaï,17,22.0,0.381,51,78,24.5,190,35,1,2,4,Seche,7033,2.11
OBS_00766,766,Kasaï,47,25.5,0.313,63,85,35.5,230,15,1,3,14,Seche,6277,6.09
OBS_00767,767,Nord-Kivu,323,24.0,0.696,79,178,40.5,190,12,0,9,110,Pluie,8238,57.89
OBS_00768,768,Équateur,43,21.7,0.31,71,64,55.1,400,33,1,8,7,Seche,7642,1.75
OBS_00769,769,Kwilu,16,29.9,0.453,75,94,36.1,340,35,0,6,14,Seche,2813,4.12
OBS_00770,770,Mongala,37,22.3,0.212,80,55,55.3,290,1,0,4,7,Seche,8138,2.41
OBS_00771,771,Mongala,167,24.0,0.191,64,66,32.9,160,2,0,7,14,Pluie,9407,8.75
OBS_00772,772,Mongala,146,27.4,0.299,57,92,30.2,140,9,0,3,29,Pluie,9961,20.71
OBS_00773,773,Haut-Uele,305,31.4,0.561,51,174,11.4,300,2,0,5,237,Pluie,5181,79.0
OBS_00774,774,Mai-Ndombe,116,25.4,0.584,60,132,40.6,180,1,1,6,51,Pluie,2088,28.33
OBS_00775,775,Nord-Kivu,64,26.1,0.599,70,6,26.9,160,11,0,10,15,Seche,1048,9.38
OBS_00776,776,Équateur,239,26.1,0.391,69,162,30.0,210,34,0,3,41,Pluie,3468,19.52
OBS_00777,777,Haut-Lomami,400,22.5,0.454,40,280,33.3,260,60,0,4,116,Pluie,2661,44.62
OBS_00778,778,Lomami,90,22.2,0.639,79,60,17.5,310,9,1,5,118,Seche,8223,38.06
OBS_00779,779,Nord-Ubangi,206,22.2,0.382,68,62,45.7,360,5,0,6,44,Pluie,2495,12.22
OBS_00780,780,Kasaï-Oriental,127,18.0,0.197,69,35,13.6,340,6,0,4,90,Pluie,1171,26.47
OBS_00781,781,Kinshasa,194,32.4,0.763,52,122,39.6,240,32,0,4,46,Pluie,8160,19.17
OBS_00782,782,Kongo Central,159,23.9,0.221,63,141,20.0,310,23,1,7,137,Pluie,8554,44.19
OBS_00783,783,Mai-Ndombe,130,28.7,0.584,77,21,16.8,260,7,1,9,98,Pluie,6672,37.69
OBS_00784,784,Maniema,374,24.5,0.595,78,474,39.3,420,15,0,4,352,Pluie,6419,83.81
OBS_00785,785,Sud-Kivu,201,28.6,0.685,85,33,27.0,370,3,0,2,129,Pluie,6084,34.86
OBS_00786,786,Équateur,29,23.1,0.37,86,99,31.0,450,16,0,6,45,Seche,1813,10.0
OBS_00787,787,Tanganyika,194,28.2,0.355,87,36,44.7,200,2,0,5,48,Pluie,9653,24.0
OBS_00788,788,Sankuru,223,31.2,0.206,63,313,60.0,250,16,0,1,25,Pluie,8197,10.0
OBS_00789,789,Kasaï-Central,73,22.9,0.389,52,131,27.8,320,10,0,7,49,Seche,2602,15.31
OBS_00790,790,Kasaï-Oriental,120,19.9,0.467,84,31,46.5,460,10,0,6,20,Pluie,2632,4.35
OBS_00791,791,Haut-Katanga,229,20.0,0.237,72,69,18.6,270,18,0,2,56,Pluie,9819,20.74
OBS_00792,792,Tanganyika,271,18.0,0.381,70,88,41.5,430,31,1,5,89,Pluie,3471,20.7
OBS_00793,793,Kasaï-Central,224,20.2,0.547,73,94,25.0,150,12,0,6,53,Pluie,7007,35.33
OBS_00794,794,Ituri,251,23.1,0.224,44,500,30.9,230,50,1,4,100,Pluie,2281,43.48
OBS_00795,795,Ituri,345,29.2,0.428,88,18,19.3,220,20,0,1,140,Pluie,6433,63.64
OBS_00796,796,Kinshasa,153,24.3,0.668,71,93,14.3,230,8,0,6,85,Pluie,1932,36.96
OBS_00797,797,Équateur,140,24.4,0.372,60,45,18.9,380,38,0,8,95,Pluie,2225,25.0
OBS_00798,798,Lomami,32,24.6,0.412,65,120,35.1,330,34,0,3,6,Seche,4630,1.82
OBS_00799,799,Kasaï-Central,108,26.5,0.293,79,16,11.3,260,22,0,4,29,Pluie,7161,11.15
OBS_00800,800,Sud-Kivu,199,26.3,0.366,53,135,22.8,550,8,0,5,285,Pluie,6598,51.82
OBS_00801,801,Tshopo,50,21.1,0.362,57,110,37.4,230,3,1,5,9,Seche,9871,3.91
OBS_00802,802,Équateur,284,21.7,0.622,69,57,52.2,270,15,1,6,78,Pluie,2892,28.89
OBS_00803,803,Tshuapa,10,20.9,0.622,76,19,44.1,190,30,1,3,11,Seche,3384,5.79
OBS_00804,804,Lualaba,137,33.2,0.165,54,86,62.5,170,7,0,2,32,Pluie,5030,18.82
OBS_00805,805,Haut-Lomami,157,33.8,0.126,76,47,47.5,230,6,1,10,42,Pluie,2793,18.26
OBS_00806,806,Lualaba,85,30.4,0.698,75,268,19.4,180,12,0,4,61,Seche,9946,33.89
OBS_00807,807,Kongo Central,400,26.7,0.319,73,113,27.3,240,34,1,5,97,Pluie,2900,40.42
OBS_00808,808,Kasaï-Central,121,21.6,0.318,69,93,33.5,320,44,0,3,17,Pluie,5405,5.31
OBS_00809,809,Tshuapa,124,21.7,0.485,75,116,43.3,350,33,0,3,47,Pluie,3795,13.43
OBS_00810,810,Kwango,109,32.9,0.221,48,208,41.1,290,19,1,3,47,Pluie,8654,16.21
OBS_00811,811,Haut-Katanga,58,23.3,0.497,66,68,22.8,270,11,0,5,36,Seche,8727,13.33
OBS_00812,812,Kwilu,137,24.9,0.528,69,28,24.0,270,3,1,2,107,Pluie,4946,39.63
OBS_00813,813,Lomami,56,20.8,0.406,71,34,9.4,170,83,1,2,3,Seche,1290,1.76
OBS_00814,814,Kongo Central,197,31.1,0.395,76,500,12.3,370,13,0,4,328,Pluie,6772,88.65
OBS_00815,815,Sud-Kivu,29,22.5,0.547,95,28,50.5,260,14,1,5,17,Seche,5543,6.54
OBS_00816,816,Sud-Kivu,41,21.7,0.269,58,42,30.6,380,7,0,5,29,Seche,4236,7.63
OBS_00817,817,Mongala,247,28.8,0.44,70,14,19.2,290,10,1,5,114,Pluie,6968,39.31
OBS_00818,818,Kasaï,210,27.9,0.315,58,159,47.0,270,33,1,7,23,Pluie,3264,8.52
OBS_00819,819,Équateur,102,22.5,0.367,77,36,24.4,370,2,0,1,119,Pluie,4202,32.16
OBS_00820,820,Sankuru,53,26.0,0.301,64,164,29.0,400,9,1,4,55,Seche,4291,13.75
OBS_00821,821,Lualaba,368,28.3,0.515,87,385,26.3,340,30,0,6,293,Pluie,4630,86.18
OBS_00822,822,Haut-Katanga,227,24.0,0.426,69,111,48.2,400,6,0,5,58,Pluie,5477,14.5
OBS_00823,823,Haut-Lomami,100,28.5,0.54,72,163,9.9,280,3,1,5,150,Seche,3003,53.57
OBS_00824,824,Bas-Uele,175,26.0,0.402,79,25,30.8,200,19,0,3,46,Pluie,7261,23.0
OBS_00825,825,Kasaï-Central,130,27.9,0.135,71,48,38.1,220,1,1,4,31,Pluie,4578,14.09
OBS_00826,826,Haut-Katanga,269,25.0,0.487,78,152,52.6,250,30,0,5,70,Pluie,6566,28.0
OBS_00827,827,Sankuru,103,28.8,0.482,78,32,23.3,380,7,1,4,77,Pluie,9653,20.26
OBS_00828,828,Tshopo,136,18.2,0.111,59,409,12.2,210,8,0,2,81,Pluie,8494,38.57
OBS_00829,829,Kongo Central,104,21.5,0.312,91,120,14.8,350,26,0,6,66,Pluie,5715,18.86
OBS_00830,830,Nord-Ubangi,376,25.5,0.452,78,21,11.1,310,1,1,10,253,Pluie,5016,81.61
OBS_00831,831,Nord-Kivu,336,25.8,0.441,58,137,43.6,530,31,0,3,148,Pluie,1785,27.92
OBS_00832,832,Kwilu,213,24.1,0.397,80,95,17.9,370,4,1,2,151,Pluie,2292,40.81
OBS_00833,833,Ituri,102,27.5,0.358,67,252,27.1,150,9,0,8,28,Pluie,5535,18.67
OBS_00834,834,Nord-Ubangi,163,25.3,0.351,87,88,38.2,220,22,1,7,40,Pluie,9587,18.18
OBS_00835,835,Kwilu,116,34.0,0.357,68,50,23.8,240,6,1,2,48,Pluie,8504,20.0
OBS_00836,836,Kasaï,171,27.8,0.658,73,127,15.9,430,4,0,7,242,Pluie,8693,56.28
OBS_00837,837,Sankuru,91,26.1,0.661,72,5,36.4,320,5,1,4,31,Seche,7316,9.69
OBS_00838,838,Nord-Ubangi,135,27.4,0.582,85,74,50.8,270,1,1,5,75,Pluie,1653,27.78
OBS_00839,839,Lomami,400,23.9,0.59,57,166,69.9,250,48,0,6,82,Pluie,5212,32.8
OBS_00840,840,Kasaï-Oriental,111,28.4,0.441,51,341,30.0,290,2,0,3,74,Pluie,4066,25.52
OBS_00841,841,Nord-Kivu,42,34.0,0.324,64,55,50.2,320,8,0,6,15,Seche,2465,4.69
OBS_00842,842,Mai-Ndombe,123,27.5,0.681,68,58,14.3,420,6,0,10,166,Pluie,6032,39.52
OBS_00843,843,Tshopo,326,28.4,0.382,78,49,24.8,450,3,0,6,306,Pluie,6169,68.0
OBS_00844,844,Kasaï-Oriental,7,24.1,0.218,49,84,34.9,310,24,1,4,15,Seche,9952,4.84
OBS_00845,845,Sud-Ubangi,146,31.7,0.795,76,67,8.9,420,28,0,3,243,Pluie,7732,57.86
OBS_00846,846,Sankuru,259,22.9,0.651,73,169,60.0,280,1,1,4,58,Pluie,8207,20.71
OBS_00847,847,Sankuru,99,26.5,0.239,77,59,24.8,270,8,1,10,23,Seche,5563,8.52
OBS_00848,848,Équateur,116,32.1,0.565,77,82,17.8,340,3,0,5,163,Pluie,3909,47.94
OBS_00849,849,Kongo Central,35,23.6,0.162,67,159,77.8,190,3,0,2,3,Seche,8881,1.58
OBS_00850,850,Mongala,65,26.6,0.222,95,241,32.8,490,8,0,3,202,Seche,5700,41.22
OBS_00851,851,Nord-Kivu,182,24.8,0.214,88,35,34.5,190,1,0,2,32,Pluie,9121,16.84
OBS_00852,852,Haut-Lomami,90,20.4,0.539,55,6,20.0,180,1,1,4,31,Seche,6626,17.22
OBS_00853,853,Tanganyika,67,25.6,0.575,54,105,11.5,170,8,0,7,49,Seche,8782,28.82
OBS_00854,854,Lomami,41,23.5,0.312,69,274,23.5,220,37,1,8,28,Seche,3206,12.73
OBS_00855,855,Haut-Uele,63,26.7,0.27,70,230,36.5,440,1,0,10,84,Seche,5607,19.09
OBS_00856,856,Mongala,34,30.9,0.483,78,96,10.8,540,1,1,4,148,Seche,2524,27.41
OBS_00857,857,Maniema,290,25.9,0.288,71,57,40.0,350,5,1,2,90,Pluie,1084,25.71
OBS_00858,858,Lualaba,82,24.6,0.407,83,53,29.3,320,27,0,4,53,Seche,3626,16.56
OBS_00859,859,Kongo Central,217,26.0,0.644,77,82,12.5,250,25,1,2,108,Pluie,6518,43.2
OBS_00860,860,Lomami,233,24.9,0.391,54,247,55.6,170,11,1,4,32,Pluie,7538,18.82
OBS_00861,861,Bas-Uele,51,23.6,0.418,54,75,21.9,230,1,0,7,26,Seche,3500,11.3
OBS_00862,862,Haut-Lomami,220,23.1,0.301,72,169,38.0,460,11,0,4,94,Pluie,8719,20.43
OBS_00863,863,Tanganyika,251,24.1,0.316,66,238,15.8,300,2,0,4,175,Pluie,3756,58.33
OBS_00864,864,Haut-Lomami,158,25.9,0.654,74,58,48.4,270,2,0,3,63,Pluie,9215,23.33
OBS_00865,865,Kwango,25,22.2,0.438,91,138,44.3,440,45,0,2,28,Seche,2508,6.36
OBS_00866,866,Bas-Uele,213,21.3,0.407,50,40,41.4,350,5,1,4,95,Pluie,7278,27.14
OBS_00867,867,Mongala,59,25.6,0.686,75,90,32.5,130,15,1,3,8,Seche,4278,6.15
OBS_00868,868,Sud-Kivu,78,21.5,0.479,61,18,25.4,180,21,0,4,11,Seche,6042,6.11
OBS_00869,869,Sud-Kivu,96,21.4,0.493,58,30,53.7,420,31,0,3,9,Seche,4504,2.14
OBS_00870,870,Kwango,400,27.7,0.413,88,33,32.4,350,17,1,9,214,Pluie,3785,61.14
OBS_00871,871,Kongo Central,123,19.8,0.483,88,105,42.9,250,17,1,5,21,Pluie,5334,8.4
OBS_00872,872,Nord-Ubangi,89,20.9,0.609,78,78,26.7,300,23,1,5,27,Seche,1054,9.0
OBS_00873,873,Nord-Ubangi,233,26.5,0.468,59,174,53.3,200,13,1,4,35,Pluie,8370,17.5
OBS_00874,874,Tshopo,54,30.9,0.422,79,80,54.8,380,5,0,6,34,Seche,3443,8.95
OBS_00875,875,Kinshasa,33,23.4,0.309,78,240,20.2,190,3,1,5,43,Seche,7531,22.63
OBS_00876,876,Tshuapa,66,20.6,0.456,68,154,7.4,160,15,0,3,20,Seche,2950,12.5
OBS_00877,877,Kwango,281,25.9,0.175,76,80,39.1,260,37,1,7,74,Pluie,5923,28.46
OBS_00878,878,Kongo Central,136,28.3,0.629,74,243,10.2,210,4,0,10,136,Pluie,6833,64.76
OBS_00879,879,Haut-Lomami,146,24.0,0.633,73,83,24.1,310,14,1,4,77,Pluie,1202,24.84
OBS_00880,880,Haut-Lomami,197,18.9,0.727,60,25,45.6,310,15,0,6,35,Pluie,4077,11.29
OBS_00881,881,Lualaba,334,30.5,0.549,77,81,10.5,310,9,1,4,268,Pluie,1696,86.45
OBS_00882,882,Kwilu,170,24.7,0.456,81,89,9.2,350,7,0,10,154,Pluie,6217,44.0
OBS_00883,883,Sud-Kivu,400,27.9,0.241,66,23,48.4,360,16,1,6,179,Pluie,5531,49.72
OBS_00884,884,Haut-Katanga,284,24.7,0.178,66,12,48.9,160,57,0,2,22,Pluie,3644,13.75
OBS_00885,885,Sud-Kivu,108,18.2,0.311,50,215,19.5,260,9,1,5,66,Pluie,3649,25.38
OBS_00886,886,Haut-Lomami,259,23.4,0.404,50,162,45.1,180,3,1,7,46,Pluie,9633,25.56
OBS_00887,887,Kasaï-Central,176,22.9,0.676,95,70,48.9,260,2,0,6,34,Pluie,4019,13.08
OBS_00888,888,Maniema,118,21.9,0.321,73,47,28.4,210,8,1,4,16,Pluie,8814,7.62
OBS_00889,889,Bas-Uele,214,24.7,0.223,71,146,13.9,270,20,0,7,71,Pluie,5397,26.3
OBS_00890,890,Nord-Kivu,123,29.0,0.717,72,82,13.4,200,2,0,5,60,Pluie,2624,30.0
OBS_00891,891,Haut-Katanga,74,24.9,0.293,73,413,38.1,240,34,1,4,23,Seche,7666,9.58
OBS_00892,892,Bas-Uele,117,29.1,0.618,71,175,40.5,170,47,0,8,19,Pluie,1171,11.18
OBS_00893,893,Kwilu,293,23.3,0.35,79,164,60.4,260,27,1,6,44,Pluie,4281,16.92
OBS_00894,894,Kwango,400,24.5,0.427,75,73,30.4,250,29,0,6,126,Pluie,2168,50.4
OBS_00895,895,Tanganyika,101,34.0,0.27,56,310,23.7,220,17,0,3,72,Pluie,7195,32.73
OBS_00896,896,Tshopo,140,20.7,0.524,94,338,19.3,210,17,0,7,103,Pluie,1332,49.05
OBS_00897,897,Haut-Lomami,183,24.0,0.277,81,149,16.1,280,5,0,4,98,Pluie,5306,35.0
OBS_00898,898,Sud-Ubangi,44,24.2,0.463,83,32,12.8,480,6,1,4,106,Seche,4949,22.08
OBS_00899,899,Sankuru,71,24.3,0.617,73,234,19.5,350,3,0,5,128,Seche,1478,36.57
OBS_00900,900,Kwango,285,19.3,0.485,57,57,19.5,450,9,1,6,175,Pluie,1020,38.89
OBS_00901,901,Haut-Lomami,55,27.4,0.711,81,364,50.7,200,5,0,3,27,Seche,3318,13.5
OBS_00902,902,Sankuru,54,30.2,0.662,72,83,41.1,330,3,0,3,30,Seche,8159,9.09
OBS_00903,903,Ituri,134,31.6,0.302,82,65,23.9,360,6,0,2,110,Pluie,8404,30.56
OBS_00904,904,Tshopo,260,24.5,0.228,79,50,52.8,190,42,0,5,17,Pluie,1372,8.95
OBS_00905,905,Tshuapa,54,23.8,0.628,53,21,59.0,330,15,1,7,6,Seche,4541,1.82
OBS_00906,906,Bas-Uele,93,20.9,0.468,88,5,39.0,340,11,1,5,22,Seche,4406,6.47
OBS_00907,907,Haut-Katanga,88,25.0,0.285,69,116,55.6,380,5,0,5,19,Seche,5744,5.0
OBS_00908,908,Sankuru,156,33.1,0.106,84,66,26.1,390,23,1,9,169,Pluie,5592,43.33
OBS_00909,909,Lualaba,339,24.4,0.424,57,54,22.5,250,22,1,8,132,Pluie,5661,52.8
OBS_00910,910,Lualaba,39,24.2,0.326,62,22,5.9,130,19,1,5,18,Seche,6947,13.85
OBS_00911,911,Lualaba,201,24.8,0.714,72,124,68.0,490,1,1,5,65,Pluie,3539,13.27
OBS_00912,912,Bas-Uele,117,24.7,0.263,86,60,40.5,330,10,0,4,43,Pluie,7768,13.03
OBS_00913,913,Haut-Uele,67,26.9,0.242,49,44,17.3,310,7,1,3,58,Seche,2139,18.71
OBS_00914,914,Ituri,293,23.6,0.46,60,65,50.0,240,10,0,4,57,Pluie,6497,23.75
OBS_00915,915,Maniema,137,21.4,0.426,61,139,37.8,120,12,1,4,27,Pluie,9095,22.5
OBS_00916,916,Kasaï,155,27.7,0.177,66,204,39.2,250,2,1,5,60,Pluie,4221,24.0
OBS_00917,917,Kasaï-Oriental,162,28.6,0.315,51,59,25.4,300,1,0,7,83,Pluie,4992,27.67
OBS_00918,918,Kasaï-Oriental,50,25.1,0.382,65,16,28.3,420,7,1,7,54,Seche,9798,12.86
OBS_00919,919,Maniema,55,24.7,0.712,88,10,9.1,260,3,0,5,57,Seche,2334,21.92
OBS_00920,920,Bas-Uele,297,23.4,0.417,94,9,19.8,250,42,0,8,104,Pluie,7043,41.6
OBS_00921,921,Kongo Central,132,25.3,0.243,45,186,19.1,190,19,1,6,31,Pluie,7163,16.32
OBS_00922,922,Nord-Ubangi,253,23.8,0.463,79,216,19.2,300,11,1,2,141,Pluie,4432,47.0
OBS_00923,923,Ituri,82,18.0,0.532,76,8,47.9,460,8,1,5,52,Seche,8963,11.3
OBS_00924,924,Haut-Katanga,98,22.6,0.188,90,252,45.2,340,7,0,5,74,Seche,2717,21.76
OBS_00925,925,Bas-Uele,112,26.0,0.336,62,88,34.8,240,19,0,6,19,Pluie,2742,7.92
OBS_00926,926,Ituri,110,21.5,0.542,73,139,8.4,480,6,0,5,260,Pluie,5465,54.17
OBS_00927,927,Sud-Kivu,181,30.7,0.336,76,76,57.0,160,14,0,6,16,Pluie,3000,10.0
OBS_00928,928,Mongala,34,23.6,0.485,91,354,39.0,220,13,0,6,34,Seche,7379,15.45
OBS_00929,929,Mai-Ndombe,56,19.2,0.533,65,500,10.9,290,5,0,5,108,Seche,4042,37.24
OBS_00930,930,Nord-Kivu,90,25.8,0.464,78,30,45.6,380,18,0,2,43,Seche,3879,11.32
OBS_00931,931,Kwango,41,21.1,0.687,53,18,34.2,140,4,1,6,9,Seche,4773,6.43
OBS_00932,932,Kwango,173,22.5,0.765,67,74,35.9,320,10,0,8,81,Pluie,2756,25.31
OBS_00933,933,Lualaba,192,34.0,0.382,89,136,17.7,160,10,0,3,58,Pluie,8362,36.25
OBS_00934,934,Mongala,99,27.9,0.687,76,40,43.0,210,10,1,6,15,Seche,4097,7.14
OBS_00935,935,Lomami,61,27.9,0.555,83,110,24.3,380,6,0,4,143,Seche,5255,37.63
OBS_00936,936,Tshopo,185,25.7,0.584,73,237,36.0,350,5,0,4,173,Pluie,1314,49.43
OBS_00937,937,Kongo Central,298,33.5,0.349,95,134,35.8,330,24,1,5,183,Pluie,8888,55.45
OBS_00938,938,Kongo Central,85,25.1,0.216,81,105,33.3,450,23,0,10,61,Seche,7339,13.56
OBS_00939,939,Tshuapa,288,20.0,0.215,81,431,33.9,150,35,1,3,79,Pluie,1911,52.67
OBS_00940,940,Kasaï-Oriental,83,25.2,0.587,73,32,26.2,220,27,0,5,34,Seche,8181,15.45
OBS_00941,941,Kongo Central,114,20.6,0.717,95,115,22.7,330,2,0,5,137,Pluie,1090,41.52
OBS_00942,942,Lualaba,136,31.4,0.323,50,133,23.1,180,26,0,5,47,Pluie,1788,26.11
OBS_00943,943,Kwilu,35,22.3,0.593,69,110,28.3,250,11,0,5,29,Seche,8645,11.6
OBS_00944,944,Nord-Ubangi,105,20.5,0.411,86,128,24.1,220,5,1,3,46,Pluie,6207,20.91
OBS_00945,945,Kongo Central,193,24.7,0.31,82,30,18.3,330,31,0,3,72,Pluie,1071,21.82
OBS_00946,946,Kasaï,49,21.8,0.116,78,131,23.6,400,6,1,9,83,Seche,7590,20.75
OBS_00947,947,Bas-Uele,141,22.5,0.256,71,24,40.2,440,13,0,5,47,Pluie,2701,10.68
OBS_00948,948,Tanganyika,110,22.6,0.314,62,163,20.3,280,33,1,8,21,Pluie,4504,7.5
OBS_00949,949,Mai-Ndombe,183,19.5,0.406,56,447,37.5,260,16,0,6,73,Pluie,5572,28.08
OBS_00950,950,Équateur,220,27.7,0.283,90,115,34.2,290,36,0,7,58,Pluie,3440,20.0
OBS_00951,951,Équateur,231,21.4,0.606,85,24,28.0,190,4,0,6,57,Pluie,2709,30.0
OBS_00952,952,Tshuapa,199,27.2,0.444,68,128,47.7,180,6,1,4,44,Pluie,9772,24.44
OBS_00953,953,Bas-Uele,238,22.1,0.465,63,66,60.9,390,9,1,7,54,Pluie,9467,13.85
OBS_00954,954,Mongala,153,26.5,0.465,69,65,50.9,390,1,1,10,50,Pluie,4118,12.82
OBS_00955,955,Kasaï-Oriental,51,27.4,0.677,75,21,55.3,280,11,0,7,20,Seche,2297,7.14
OBS_00956,956,Mongala,51,24.2,0.274,81,5,35.9,250,6,0,6,24,Seche,2613,9.6
OBS_00957,957,Maniema,217,26.0,0.686,81,93,28.9,260,6,0,5,118,Pluie,1999,45.38
OBS_00958,958,Ituri,131,23.7,0.453,73,28,21.7,220,38,0,3,21,Pluie,5921,9.55
OBS_00959,959,Sud-Ubangi,155,22.1,0.386,72,321,33.7,290,18,0,7,96,Pluie,6175,33.1
OBS_00960,960,Sud-Kivu,94,28.3,0.416,95,15,36.7,260,2,0,6,29,Seche,4783,11.15
OBS_00961,961,Lualaba,168,24.6,0.384,70,164,14.9,270,5,0,4,152,Pluie,4314,56.3
OBS_00962,962,Lomami,176,33.7,0.686,64,30,30.7,300,52,0,3,49,Pluie,7502,16.33
OBS_00963,963,Ituri,107,21.0,0.47,95,50,31.0,270,1,1,6,42,Pluie,9264,15.56
OBS_00964,964,Lomami,359,24.3,0.178,50,119,20.8,280,21,1,4,166,Pluie,5818,59.29
OBS_00965,965,Sud-Ubangi,85,26.8,0.725,66,47,63.5,360,7,1,3,15,Seche,6085,4.17
OBS_00966,966,Kasaï-Central,400,31.4,0.611,80,42,11.5,220,53,1,7,155,Pluie,8257,70.45
OBS_00967,967,Tanganyika,135,29.5,0.259,60,94,26.5,310,9,1,4,74,Pluie,5817,23.87
OBS_00968,968,Lomami,101,25.2,0.635,84,126,27.2,330,9,0,6,106,Pluie,9788,32.12
OBS_00969,969,Sud-Kivu,115,27.8,0.464,82,92,23.2,360,49,0,3,72,Pluie,8291,20.0
OBS_00970,970,Nord-Kivu,22,26.1,0.774,85,329,33.7,280,30,1,5,31,Seche,3526,11.07
OBS_00971,971,Lomami,101,21.2,0.671,59,99,51.5,300,21,1,5,24,Pluie,4549,8.0
OBS_00972,972,Haut-Lomami,263,28.1,0.745,57,42,18.2,300,30,1,3,135,Pluie,8978,45.0
OBS_00973,973,Mongala,218,31.4,0.583,92,72,27.8,360,14,0,6,177,Pluie,7371,49.17
OBS_00974,974,Kasaï,88,25.8,0.132,86,57,28.6,430,5,1,6,61,Seche,7861,14.19
OBS_00975,975,Mongala,175,27.0,0.437,65,148,22.4,210,44,1,3,54,Pluie,2202,25.71
OBS_00976,976,Sankuru,144,21.9,0.349,84,293,20.9,230,13,0,9,55,Pluie,6892,23.91
OBS_00977,977,Équateur,32,28.1,0.675,58,75,67.9,210,4,1,6,4,Seche,9444,1.9
OBS_00978,978,Kwango,279,20.2,0.306,95,52,38.2,370,34,0,6,94,Pluie,8425,25.41
OBS_00979,979,Kwilu,249,28.3,0.699,87,28,31.2,420,24,0,7,208,Pluie,4611,49.52
OBS_00980,980,Équateur,143,26.9,0.638,59,196,24.2,280,3,1,8,100,Pluie,8403,35.71
OBS_00981,981,Sankuru,193,22.4,0.109,86,48,8.8,310,23,1,3,103,Pluie,9928,33.23
OBS_00982,982,Kwango,400,23.1,0.44,57,106,64.1,300,1,0,4,117,Pluie,7688,39.0
